"DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL"
"24/08/20;00:00:00;11,650.0100000;11,823.6200000;11,102.7300000;11,716.0100000;65,558"
"31/08/20;00:00:00;11,716.0000000;12,086.0000000;9,813.0000000;10,257.8600000;130,648"
"07/09/20;00:00:00;10,258.6700000;10,582.3600000;9,819.8300000;10,336.7600000;72,759"
"14/09/20;00:00:00;10,336.7600000;11,179.9000000;10,253.0000000;10,920.8900000;66,429"
"21/09/20;00:00:00;10,920.9400000;10,994.0000000;10,135.2200000;10,778.2000000;58,840"
"28/09/20;00:00:00;10,779.0000000;10,956.1100000;10,363.7600000;10,671.1100000;53,235"
"05/10/20;00:00:00;10,670.0100000;11,498.9800000;10,524.0000000;11,374.0100000;55,643"
"12/10/20;00:00:00;11,374.0100000;11,736.0200000;11,187.6000000;11,514.2000000;52,721"
"19/10/20;00:00:00;11,514.2000000;13,361.0000000;11,416.0400000;13,045.0000000;104,495"
"26/10/20;00:00:00;13,045.0200000;14,098.9200000;12,785.0000000;13,771.5900000;100,436"
"02/11/20;00:00:00;13,771.7000000;15,977.6700000;13,215.0000000;15,482.9000000;135,449"
"09/11/20;00:00:00;15,482.8900000;16,491.9200000;14,817.1400000;15,966.8900000;102,939"
"16/11/20;00:00:00;15,970.0000000;18,980.0000000;15,879.0000000;18,437.6600000;135,655"
"23/11/20;00:00:00;18,437.1800000;19,500.0000000;16,200.0000000;18,202.0400000;158,849"
"30/11/20;00:00:00;18,202.0200000;19,915.1400000;18,109.0000000;19,375.6000000;118,745"
"07/12/20;00:00:00;19,375.6000000;19,432.5700000;17,580.0000000;19,166.6500000;95,948"
"14/12/20;00:00:00;19,166.6500000;24,300.0000000;18,967.6800000;23,476.5100000;171,757"
"21/12/20;00:00:00;23,476.5100000;28,387.0000000;21,913.8400000;26,258.6500000;158,392"
"28/12/20;00:00:00;26,255.1600000;34,810.0000000;25,833.7300000;33,080.6600000;204,760"
"04/01/21;00:00:00;33,082.8400000;41,986.3700000;27,678.0000000;38,171.5700000;303,802"
"11/01/21;00:00:00;38,168.8900000;40,127.6600000;30,100.0000000;35,820.0000000;298,706"
"18/01/21;00:00:00;35,820.0100000;37,857.0000000;28,732.0000000;32,288.5600000;189,370"
"25/01/21;00:00:00;32,293.1800000;38,664.3300000;29,156.0000000;33,137.7400000;240,147"
"01/02/21;00:00:00;33,137.7500000;41,000.0000000;32,333.0000000;38,871.4200000;162,707"
"08/02/21;00:00:00;38,871.4300000;49,700.0000000;38,057.0100000;48,680.6900000;94,477"
"15/02/21;00:00:00;48,667.2300000;58,367.0000000;45,768.4600000;57,489.1600000;69,330"
"22/02/21;00:00:00;57,489.1600000;57,577.6900000;43,016.0000000;45,231.7500000;236,807"
"01/03/21;00:00:00;45,231.7400000;52,666.0000000;45,042.1300000;50,978.6100000;138,123"
"08/03/21;00:00:00;50,976.2200000;61,788.4500000;49,328.6200000;58,972.7000000;150,316"
"15/03/21;00:00:00;58,972.7100000;60,601.0700000;53,221.0000000;57,363.3200000;138,153"
"22/03/21;00:00:00;57,377.2900000;58,421.6800000;50,305.0000000;55,778.8200000;130,540"
"29/03/21;00:00:00;55,781.2200000;60,055.0200000;54,900.0000000;58,215.9400000;86,831"
"05/04/21;00:00:00;58,216.7300000;61,218.9700000;55,400.0000000;59,985.2600000;73,662"
"12/04/21;00:00:00;59,983.6600000;64,899.0000000;51,300.0000000;56,274.4100000;130,716"
"19/04/21;00:00:00;56,273.6500000;57,600.0000000;47,044.0100000;49,121.0000000;146,743"
"26/04/21;00:00:00;49,121.0000000;58,550.0000000;48,817.6200000;56,625.2000000;98,001"
"03/05/21;00:00:00;56,625.2100000;59,559.8400000;52,913.0200000;58,312.5700000;130,721"
"10/05/21;00:00:00;58,313.8400000;59,592.2000000;43,825.0000000;46,450.7900000;158,952"
"17/05/21;00:00:00;46,450.7800000;46,646.1500000;30,000.0000000;34,758.6700000;371,467"
"24/05/21;00:00:00;34,758.8800000;40,900.0000000;33,333.0000000;35,669.4400000;195,241"
"31/05/21;00:00:00;35,669.4400000;39,489.8200000;34,183.0000000;35,800.4800000;103,237"
"07/06/21;00:00:00;35,800.4800000;39,396.0000000;31,004.9500000;39,015.2400000;144,238"
"14/06/21;00:00:00;39,015.2400000;41,322.5500000;33,347.0500000;35,585.7800000;131,830"
"21/06/21;00:00:00;35,585.7900000;35,741.5400000;28,800.0000000;34,709.2300000;188,888"
"28/06/21;00:00:00;34,708.5300000;36,675.0000000;32,703.4800000;35,284.0500000;86,953"
"05/07/21;00:00:00;35,284.0600000;35,290.8200000;32,111.0000000;34,259.2300000;63,738"
"12/07/21;00:00:00;34,259.2200000;34,670.0000000;31,025.4200000;31,788.2500000;61,947"
"19/07/21;00:00:00;31,786.3700000;35,451.0400000;29,301.5600000;35,428.2600000;80,747"
"26/07/21;00:00:00;35,428.2500000;42,605.6400000;35,251.5400000;39,865.4100000;138,339"
"02/08/21;00:00:00;39,859.1800000;45,363.8300000;37,300.0000000;43,829.1400000;130,088"
"09/08/21;00:00:00;43,829.1500000;48,176.5200000;42,821.3000000;47,014.4900000;85,682"
"16/08/21;00:00:00;47,014.3800000;49,821.9200000;43,955.0000000;49,284.6300000;74,538"
"23/08/21;00:00:00;49,284.3800000;50,505.0000000;46,315.4800000;48,802.5800000;64,528"
"30/08/21;00:00:00;48,802.5800000;51,907.0800000;46,537.6200000;51,789.1700000;82,215"
"06/09/21;00:00:00;51,789.1700000;52,944.9600000;42,830.7700000;46,024.2300000;99,370"
"13/09/21;00:00:00;46,027.8000000;48,825.6200000;43,465.0000000;47,255.9200000;75,237"
"20/09/21;00:00:00;47,253.7100000;47,358.9200000;39,600.0000000;43,178.0200000;127,719"
"27/09/21;00:00:00;43,172.1700000;49,300.0000000;40,750.1200000;48,233.9900000;79,099"
"04/10/21;00:00:00;48,233.9900000;56,545.2400000;46,916.7000000;54,690.5300000;102,409"
"11/10/21;00:00:00;54,683.0900000;62,910.0000000;53,873.7800000;61,527.1100000;102,190"
"18/10/21;00:00:00;61,530.0700000;66,999.0000000;59,522.8900000;60,854.4800000;112,333"
"25/10/21;00:00:00;60,847.9100000;63,726.5800000;57,653.8800000;61,343.6800000;91,582"
"01/11/21;00:00:00;61,346.1700000;64,300.0000000;59,500.0000000;63,309.1300000;72,004"
"08/11/21;00:00:00;63,309.1200000;69,000.0000000;62,300.0000000;65,505.0200000;87,606"
"15/11/21;00:00:00;65,505.0300000;66,339.9000000;55,625.0000000;58,671.2100000;115,820"
"22/11/21;00:00:00;58,671.2200000;59,526.5100000;53,327.0000000;57,317.1700000;95,065"
"29/11/21;00:00:00;57,318.5100000;59,249.7700000;45,111.0000000;49,484.2200000;133,700"
"06/12/21;00:00:00;49,484.2100000;51,995.0000000;46,786.7800000;50,089.6400000;103,198"
"13/12/21;00:00:00;50,089.6400000;50,218.4200000;45,469.3200000;46,687.1900000;108,534"
"20/12/21;00:00:00;46,687.2000000;51,878.6000000;45,568.0000000;50,801.7900000;82,945"
"27/12/21;00:00:00;50,804.3300000;52,100.0000000;45,650.0000000;47,299.0700000;117,806"
"03/01/22;00:00:00;47,299.0600000;47,583.3300000;40,505.3000000;41,876.5200000;125,660"
"10/01/22;00:00:00;41,876.5200000;44,453.2200000;39,650.0000000;43,104.3400000;102,271"
"17/01/22;00:00:00;43,104.3400000;43,511.9900000;34,017.5600000;36,282.4700000;156,386"
"24/01/22;00:00:00;36,275.2800000;38,960.0000000;32,933.3300000;37,901.3500000;157,845"
"31/01/22;00:00:00;37,904.9900000;42,719.9300000;36,259.0100000;42,415.1600000;103,274"
"07/02/22;00:00:00;42,416.0600000;45,855.0000000;41,678.7900000;42,074.9900000;107,480"
"14/02/22;00:00:00;42,073.3700000;44,775.9600000;38,000.0000000;38,389.0300000;90,971"
"21/02/22;00:00:00;38,395.9900000;40,300.5000000;34,322.0000000;37,717.0800000;145,169"
"28/02/22;00:00:00;37,716.5700000;45,426.4500000;37,455.7100000;38,408.3800000;127,675"
"07/03/22;00:00:00;38,406.8200000;42,597.8400000;37,161.8800000;37,793.0100000;113,726"
"14/03/22;00:00:00;37,793.4000000;42,429.0000000;37,560.4000000;41,287.2400000;100,431"
"21/03/22;00:00:00;41,287.2400000;46,950.0000000;40,509.0000000;46,850.0100000;103,299"
"28/03/22;00:00:00;46,850.0100000;48,240.0000000;44,232.8600000;46,422.1600000;99,986"
"04/04/22;00:00:00;46,420.0800000;47,200.0000000;41,885.8600000;42,165.9600000;88,180"
"11/04/22;00:00:00;42,165.9600000;42,424.1400000;39,204.5900000;39,683.5400000;68,883"
"18/04/22;00:00:00;39,681.1100000;43,109.4700000;38,550.0000000;39,464.5600000;85,372"
"25/04/22;00:00:00;39,463.7500000;40,817.1600000;37,401.0000000;38,473.0500000;108,907"
"02/05/22;00:00:00;38,469.4900000;40,038.2700000;33,701.0000000;34,027.9100000;148,626"
"09/05/22;00:00:00;34,033.4900000;34,231.5400000;25,338.5300000;31,290.0500000;309,539"
"16/05/22;00:00:00;31,290.0200000;31,293.3100000;28,605.0000000;30,260.8700000;155,920"
"23/05/22;00:00:00;30,258.0400000;30,635.3900000;28,000.0000000;29,447.0700000;121,783"
"30/05/22;00:00:00;29,447.0800000;32,383.9600000;29,213.4700000;29,901.5400000;118,395"
"06/06/22;00:00:00;29,899.6200000;31,745.0000000;26,532.9500000;26,555.2000000;128,860"
"13/06/22;00:00:00;26,555.1700000;26,869.3500000;17,567.4500000;20,552.4400000;336,603"
"20/06/22;00:00:00;20,552.3900000;21,866.0000000;19,603.8000000;21,027.9200000;142,064"
"27/06/22;00:00:00;21,024.8500000;21,520.0000000;18,603.0000000;19,291.3300000;137,270"
"04/07/22;00:00:00;19,291.3500000;22,490.5400000;19,029.3300000;20,850.6500000;124,502"
"11/07/22;00:00:00;20,850.6500000;21,667.1000000;18,892.0000000;20,791.7400000;131,960"
"18/07/22;00:00:00;20,791.7400000;24,287.1300000;20,755.9500000;22,583.4300000;167,062"
"25/07/22;00:00:00;22,583.3700000;24,666.0000000;20,715.0000000;23,307.4400000;131,186"
"01/08/22;00:00:00;23,307.4400000;23,650.9600000;22,392.8800000;23,177.3900000;117,647"
"08/08/22;00:00:00;23,180.2600000;25,054.1000000;22,666.2300000;24,316.7100000;156,290"
"15/08/22;00:00:00;24,316.5800000;25,214.5700000;20,760.9300000;21,518.6200000;167,761"
"22/08/22;00:00:00;21,514.4500000;21,925.0000000;19,513.7400000;19,554.0300000;165,029"
"29/08/22;00:00:00;19,552.3100000;20,582.6400000;19,540.1400000;20,004.7300000;180,530"
"05/09/22;00:00:00;20,003.8500000;21,865.6600000;18,527.0000000;21,831.7200000;165,553"
"12/09/22;00:00:00;21,830.1600000;22,800.0000000;19,305.0000000;19,417.6400000;164,856"
"19/09/22;00:00:00;19,417.5600000;19,949.9700000;18,153.1300000;18,808.6100000;206,641"
"26/09/22;00:00:00;18,806.3000000;20,383.1500000;18,487.0000000;19,059.1700000;217,974"
"03/10/22;00:00:00;19,059.1000000;20,479.4300000;18,958.2900000;19,443.4700000;196,141"
"10/10/22;00:00:00;19,442.7000000;19,954.1400000;18,131.0000000;19,264.4400000;200,463"
"17/10/22;00:00:00;19,261.6200000;19,702.7300000;18,659.0000000;19,572.4400000;145,838"
"24/10/22;00:00:00;19,572.2000000;21,080.0000000;19,159.3500000;20,630.6800000;212,778"
"31/10/22;00:00:00;20,629.2100000;21,478.8000000;20,032.0200000;20,909.1700000;181,173"
"07/11/22;00:00:00;20,908.1500000;21,069.4600000;15,512.0000000;16,301.3900000;432,316"
"14/11/22;00:00:00;16,298.7500000;17,169.6800000;15,790.2500000;16,252.5300000;216,565"
"21/11/22;00:00:00;16,252.4300000;16,797.2800000;15,460.0000000;16,419.8800000;191,258"
"28/11/22;00:00:00;16,421.6300000;17,317.8000000;15,992.6400000;17,108.9000000;180,739"
"05/12/22;00:00:00;17,108.9000000;17,424.5900000;16,679.5200000;17,085.2100000;145,302"
"12/12/22;00:00:00;17,028.5800000;17,999.9900000;16,900.0000000;17,799.0600000;29,577"
